# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-12-12 14:57:54 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01105585 TOWN BROOK AT QUINCY, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01105585
#            TS   parameter     Description
#         66228       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	66228_00060	66228_00060_cd
USGS	01105585	2018-11-07 04:00	EST	29.6	P
USGS	01105585	2018-11-07 04:15	EST	29.6	P
USGS	01105585	2018-11-07 04:30	EST	29.8	P
USGS	01105585	2018-11-07 04:45	EST	29.0	P
USGS	01105585	2018-11-07 05:00	EST	28.8	P
USGS	01105585	2018-11-07 05:15	EST	29.3	P
USGS	01105585	2018-11-07 05:30	EST	29.0	P
USGS	01105585	2018-11-07 05:45	EST	29.4	P
USGS	01105585	2018-11-07 06:00	EST	28.8	P
USGS	01105585	2018-11-07 06:15	EST	28.6	P
USGS	01105585	2018-11-07 06:30	EST	28.6	P
USGS	01105585	2018-11-07 06:45	EST	28.6	P
USGS	01105585	2018-11-07 07:00	EST	28.6	P
USGS	01105585	2018-11-07 07:15	EST	27.5	P
USGS	01105585	2018-11-07 07:30	EST	28.6	P
USGS	01105585	2018-11-07 07:45	EST	27.9	P
USGS	01105585	2018-11-07 08:00	EST	27.8	P
USGS	01105585	2018-11-07 08:15	EST	27.3	P
USGS	01105585	2018-11-07 08:30	EST	28.2	P
USGS	01105585	2018-11-07 08:45	EST	27.0	P
USGS	01105585	2018-11-07 09:00	EST	26.9	P
USGS	01105585	2018-11-07 09:15	EST	27.4	P
USGS	01105585	2018-11-07 09:30	EST	28.2	P
USGS	01105585	2018-11-07 09:45	EST	27.4	P
USGS	01105585	2018-11-07 10:00	EST	26.7	P
USGS	01105585	2018-11-07 10:15	EST	25.3	P
USGS	01105585	2018-11-07 10:30	EST	27.8	P
USGS	01105585	2018-11-07 10:45	EST	27.2	P
USGS	01105585	2018-11-07 11:00	EST	26.2	P
USGS	01105585	2018-11-07 11:15	EST	26.5	P
USGS	01105585	2018-11-07 11:30	EST	26.4	P
USGS	01105585	2018-11-07 11:45	EST	26.3	P
USGS	01105585	2018-11-07 12:00	EST	26.6	P
USGS	01105585	2018-11-07 12:15	EST	26.1	P
USGS	01105585	2018-11-07 12:30	EST	25.3	P
USGS	01105585	2018-11-07 12:45	EST	26.7	P
USGS	01105585	2018-11-07 13:00	EST	25.7	P
USGS	01105585	2018-11-07 13:15	EST	25.5	P
USGS	01105585	2018-11-07 13:30	EST	25.0	P
USGS	01105585	2018-11-07 13:45	EST	25.3	P
USGS	01105585	2018-11-07 14:00	EST	25.2	P
USGS	01105585	2018-11-07 14:15	EST	25.7	P
USGS	01105585	2018-11-07 14:30	EST	25.3	P
USGS	01105585	2018-11-07 14:45	EST	25.5	P
USGS	01105585	2018-11-07 15:00	EST	24.7	P
USGS	01105585	2018-11-07 15:15	EST	26.3	P
USGS	01105585	2018-11-07 15:30	EST	25.6	P
USGS	01105585	2018-11-07 15:45	EST	25.5	P
USGS	01105585	2018-11-07 16:00	EST	24.7	P
USGS	01105585	2018-11-07 16:15	EST	24.9	P
USGS	01105585	2018-11-07 16:30	EST	24.7	P
USGS	01105585	2018-11-07 16:45	EST	25.3	P
USGS	01105585	2018-11-07 17:00	EST	24.4	P
USGS	01105585	2018-11-07 17:15	EST	24.5	P
USGS	01105585	2018-11-07 17:30	EST	24.3	P
USGS	01105585	2018-11-07 17:45	EST	25.3	P
USGS	01105585	2018-11-07 18:00	EST	24.2	P
USGS	01105585	2018-11-07 18:15	EST	24.1	P
USGS	01105585	2018-11-07 18:30	EST	24.6	P
USGS	01105585	2018-11-07 18:45	EST	23.6	P
USGS	01105585	2018-11-07 19:00	EST	25.1	P
USGS	01105585	2018-11-07 19:15	EST	23.7	P
USGS	01105585	2018-11-07 19:30	EST	24.2	P
USGS	01105585	2018-11-07 19:45	EST	24.5	P
USGS	01105585	2018-11-07 20:00	EST	23.9	P
USGS	01105585	2018-11-07 20:15	EST	24.9	P
USGS	01105585	2018-11-07 20:30	EST	24.3	P
USGS	01105585	2018-11-07 20:45	EST	23.5	P
USGS	01105585	2018-11-07 21:00	EST	23.5	P
USGS	01105585	2018-11-07 21:15	EST	23.3	P
USGS	01105585	2018-11-07 21:30	EST	23.5	P
USGS	01105585	2018-11-07 21:45	EST	24.3	P
USGS	01105585	2018-11-07 22:00	EST	23.5	P
USGS	01105585	2018-11-07 22:15	EST	23.5	P
USGS	01105585	2018-11-07 22:30	EST	23.5	P
USGS	01105585	2018-11-07 22:45	EST	23.3	P
USGS	01105585	2018-11-07 23:00	EST	24.5	P
USGS	01105585	2018-11-07 23:15	EST	23.1	P
USGS	01105585	2018-11-07 23:30	EST	23.5	P
USGS	01105585	2018-11-07 23:45	EST	23.3	P
USGS	01105585	2018-11-08 00:00	EST	22.6	P
USGS	01105585	2018-11-08 00:15	EST	22.6	P
USGS	01105585	2018-11-08 00:30	EST	23.7	P
USGS	01105585	2018-11-08 00:45	EST	23.7	P
USGS	01105585	2018-11-08 01:00	EST	22.6	P
USGS	01105585	2018-11-08 01:15	EST	22.3	P
USGS	01105585	2018-11-08 01:30	EST	22.8	P
USGS	01105585	2018-11-08 01:45	EST	24.4	P
USGS	01105585	2018-11-08 02:00	EST	22.8	P
USGS	01105585	2018-11-08 02:15	EST	22.5	P
USGS	01105585	2018-11-08 02:30	EST	22.2	P
USGS	01105585	2018-11-08 02:45	EST	22.8	P
USGS	01105585	2018-11-08 03:00	EST	21.9	P
USGS	01105585	2018-11-08 03:15	EST	23.3	P
USGS	01105585	2018-11-08 03:30	EST	22.8	P
USGS	01105585	2018-11-08 03:45	EST	22.3	P
USGS	01105585	2018-11-08 04:00	EST	22.1	P
USGS	01105585	2018-11-08 04:15	EST	21.9	P
USGS	01105585	2018-11-08 04:30	EST	23.3	P
USGS	01105585	2018-11-08 04:45	EST	21.9	P
USGS	01105585	2018-11-08 05:00	EST	21.9	P
USGS	01105585	2018-11-08 05:15	EST	22.7	P
USGS	01105585	2018-11-08 05:30	EST	22.1	P
USGS	01105585	2018-11-08 05:45	EST	21.9	P
USGS	01105585	2018-11-08 06:00	EST	22.4	P
USGS	01105585	2018-11-08 06:15	EST	21.7	P
USGS	01105585	2018-11-08 06:30	EST	21.7	P
USGS	01105585	2018-11-08 06:45	EST	21.3	P
USGS	01105585	2018-11-08 07:00	EST	22.0	P
USGS	01105585	2018-11-08 07:15	EST	20.5	P
USGS	01105585	2018-11-08 07:30	EST	21.4	P
USGS	01105585	2018-11-08 07:45	EST	21.5	P
USGS	01105585	2018-11-08 08:00	EST	21.4	P
USGS	01105585	2018-11-08 08:15	EST	21.1	P
USGS	01105585	2018-11-08 08:30	EST	20.8	P
USGS	01105585	2018-11-08 08:45	EST	21.3	P
USGS	01105585	2018-11-08 09:00	EST	21.6	P
USGS	01105585	2018-11-08 09:15	EST	21.3	P
USGS	01105585	2018-11-08 09:30	EST	21.0	P
USGS	01105585	2018-11-08 09:45	EST	21.6	P
USGS	01105585	2018-11-08 10:00	EST	21.6	P
USGS	01105585	2018-11-08 10:15	EST	21.6	P
USGS	01105585	2018-11-08 10:30	EST	21.6	P
USGS	01105585	2018-11-08 10:45	EST	20.7	P
USGS	01105585	2018-11-08 11:00	EST	21.0	P
USGS	01105585	2018-11-08 11:15	EST	20.8	P
USGS	01105585	2018-11-08 11:30	EST	20.7	P
USGS	01105585	2018-11-08 11:45	EST	21.1	P
USGS	01105585	2018-11-08 12:00	EST	21.1	P
USGS	01105585	2018-11-08 12:15	EST	19.5	P
USGS	01105585	2018-11-08 12:30	EST	20.6	P
USGS	01105585	2018-11-08 12:45	EST	21.0	P
USGS	01105585	2018-11-08 13:00	EST	21.4	P
USGS	01105585	2018-11-08 13:15	EST	20.8	P
USGS	01105585	2018-11-08 13:30	EST	21.0	P
USGS	01105585	2018-11-08 13:45	EST	19.9	P
USGS	01105585	2018-11-08 14:00	EST	20.5	P
USGS	01105585	2018-11-08 14:15	EST	20.6	P
USGS	01105585	2018-11-08 14:30	EST	20.3	P
USGS	01105585	2018-11-08 14:45	EST	20.7	P
USGS	01105585	2018-11-08 15:00	EST	19.8	P
USGS	01105585	2018-11-08 15:15	EST	20.2	P
USGS	01105585	2018-11-08 15:30	EST	20.3	P
USGS	01105585	2018-11-08 15:45	EST	20.5	P
USGS	01105585	2018-11-08 16:00	EST	20.4	P
USGS	01105585	2018-11-08 16:15	EST	20.0	P
USGS	01105585	2018-11-08 16:30	EST	20.4	P
USGS	01105585	2018-11-08 16:45	EST	20.3	P
USGS	01105585	2018-11-08 17:00	EST	20.4	P
USGS	01105585	2018-11-08 17:15	EST	20.5	P
USGS	01105585	2018-11-08 17:30	EST	20.4	P
USGS	01105585	2018-11-08 17:45	EST	20.4	P
USGS	01105585	2018-11-08 18:00	EST	19.8	P
USGS	01105585	2018-11-08 18:15	EST	20.2	P
USGS	01105585	2018-11-08 18:30	EST	20.0	P
USGS	01105585	2018-11-08 18:45	EST	20.5	P
USGS	01105585	2018-11-08 19:00	EST	19.1	P
USGS	01105585	2018-11-08 19:15	EST	19.4	P
USGS	01105585	2018-11-08 19:30	EST	19.9	P
USGS	01105585	2018-11-08 19:45	EST	19.9	P
USGS	01105585	2018-11-08 20:00	EST	20.5	P
USGS	01105585	2018-11-08 20:15	EST	19.3	P
USGS	01105585	2018-11-08 20:30	EST	18.9	P
USGS	01105585	2018-11-08 20:45	EST	19.0	P
USGS	01105585	2018-11-08 21:00	EST	19.3	P
USGS	01105585	2018-11-08 21:15	EST	19.4	P
USGS	01105585	2018-11-08 21:30	EST	19.7	P
USGS	01105585	2018-11-08 21:45	EST	18.6	P
USGS	01105585	2018-11-08 22:00	EST	19.0	P
USGS	01105585	2018-11-08 22:15	EST	18.5	P
USGS	01105585	2018-11-08 22:30	EST	18.7	P
USGS	01105585	2018-11-08 22:45	EST	18.4	P
USGS	01105585	2018-11-08 23:00	EST	19.0	P
USGS	01105585	2018-11-08 23:15	EST	18.0	P
USGS	01105585	2018-11-08 23:30	EST	18.6	P
USGS	01105585	2018-11-08 23:45	EST	18.1	P
USGS	01105585	2018-11-09 00:00	EST	19.1	P
USGS	01105585	2018-11-09 00:15	EST	19.3	P
USGS	01105585	2018-11-09 00:30	EST	18.5	P
USGS	01105585	2018-11-09 00:45	EST	18.4	P
USGS	01105585	2018-11-09 01:00	EST	18.0	P
USGS	01105585	2018-11-09 01:15	EST	17.0	P
USGS	01105585	2018-11-09 01:30	EST	18.0	P
USGS	01105585	2018-11-09 01:45	EST	18.8	P
USGS	01105585	2018-11-09 02:00	EST	18.5	P
USGS	01105585	2018-11-09 02:15	EST	17.8	P
USGS	01105585	2018-11-09 02:30	EST	18.1	P
USGS	01105585	2018-11-09 02:45	EST	17.5	P
USGS	01105585	2018-11-09 03:00	EST	17.8	P
USGS	01105585	2018-11-09 03:15	EST	19.0	P
USGS	01105585	2018-11-09 03:30	EST	17.8	P
USGS	01105585	2018-11-09 03:45	EST	18.1	P
USGS	01105585	2018-11-09 04:00	EST	17.7	P
USGS	01105585	2018-11-09 04:15	EST	17.4	P
USGS	01105585	2018-11-09 04:30	EST	17.5	P
USGS	01105585	2018-11-09 04:45	EST	18.6	P
USGS	01105585	2018-11-09 05:00	EST	17.8	P
USGS	01105585	2018-11-09 05:15	EST	17.7	P
USGS	01105585	2018-11-09 05:30	EST	17.8	P
USGS	01105585	2018-11-09 05:45	EST	17.9	P
USGS	01105585	2018-11-09 06:00	EST	17.3	P
USGS	01105585	2018-11-09 06:15	EST	18.7	P
USGS	01105585	2018-11-09 06:30	EST	17.7	P
USGS	01105585	2018-11-09 06:45	EST	17.6	P
USGS	01105585	2018-11-09 07:00	EST	17.4	P
USGS	01105585	2018-11-09 07:15	EST	17.0	P
USGS	01105585	2018-11-09 07:30	EST	17.4	P
USGS	01105585	2018-11-09 07:45	EST	18.6	P
USGS	01105585	2018-11-09 08:00	EST	17.8	P
USGS	01105585	2018-11-09 08:15	EST	17.6	P
USGS	01105585	2018-11-09 08:30	EST	17.1	P
USGS	01105585	2018-11-09 08:45	EST	17.5	P
USGS	01105585	2018-11-09 09:00	EST	17.6	P
USGS	01105585	2018-11-09 09:15	EST	17.4	P
USGS	01105585	2018-11-09 09:30	EST	17.7	P
USGS	01105585	2018-11-09 09:45	EST	17.0	P
USGS	01105585	2018-11-09 10:00	EST	16.8	P
USGS	01105585	2018-11-09 10:15	EST	16.4	P
USGS	01105585	2018-11-09 10:30	EST	16.9	P
USGS	01105585	2018-11-09 10:45	EST	17.9	P
USGS	01105585	2018-11-09 11:00	EST	16.9	P
USGS	01105585	2018-11-09 11:15	EST	17.0	P
USGS	01105585	2018-11-09 11:30	EST	16.5	P
USGS	01105585	2018-11-09 11:45	EST	17.2	P
USGS	01105585	2018-11-09 12:00	EST	17.0	P
USGS	01105585	2018-11-09 12:15	EST	18.4	P
USGS	01105585	2018-11-09 12:30	EST	18.4	P
USGS	01105585	2018-11-09 12:45	EST	16.9	P
USGS	01105585	2018-11-09 13:00	EST	17.3	P
USGS	01105585	2018-11-09 13:15	EST	16.4	P
USGS	01105585	2018-11-09 13:30	EST	16.9	P
USGS	01105585	2018-11-09 13:45	EST	17.4	P
USGS	01105585	2018-11-09 14:00	EST	17.5	P
USGS	01105585	2018-11-09 14:15	EST	17.2	P
USGS	01105585	2018-11-09 14:30	EST	16.5	P
USGS	01105585	2018-11-09 14:45	EST	16.9	P
USGS	01105585	2018-11-09 15:00	EST	17.1	P
USGS	01105585	2018-11-09 15:15	EST	17.4	P
USGS	01105585	2018-11-09 15:30	EST	17.4	P
USGS	01105585	2018-11-09 15:45	EST	16.8	P
USGS	01105585	2018-11-09 16:00	EST	16.8	P
USGS	01105585	2018-11-09 16:15	EST	17.0	P
USGS	01105585	2018-11-09 16:30	EST	16.3	P
USGS	01105585	2018-11-09 16:45	EST	16.7	P
USGS	01105585	2018-11-09 17:00	EST	16.3	P
USGS	01105585	2018-11-09 17:15	EST	15.9	P
USGS	01105585	2018-11-09 17:30	EST	16.9	P
USGS	01105585	2018-11-09 17:45	EST	16.5	P
USGS	01105585	2018-11-09 18:00	EST	16.6	P
USGS	01105585	2018-11-09 18:15	EST	17.5	P
USGS	01105585	2018-11-09 18:30	EST	16.5	P
USGS	01105585	2018-11-09 18:45	EST	17.0	P
USGS	01105585	2018-11-09 19:00	EST	16.6	P
USGS	01105585	2018-11-09 19:15	EST	16.1	P
USGS	01105585	2018-11-09 19:30	EST	17.0	P
USGS	01105585	2018-11-09 19:45	EST	18.2	P
USGS	01105585	2018-11-09 20:00	EST	23.6	P
USGS	01105585	2018-11-09 20:15	EST	28.5	P
USGS	01105585	2018-11-09 20:30	EST	37.0	P
USGS	01105585	2018-11-09 20:45	EST	42.4	P
USGS	01105585	2018-11-09 21:00	EST	45.4	P
USGS	01105585	2018-11-09 21:15	EST	38.5	P
USGS	01105585	2018-11-09 21:30	EST	32.7	P
USGS	01105585	2018-11-09 21:45	EST	51.5	P
USGS	01105585	2018-11-09 22:00	EST	75.8	P
USGS	01105585	2018-11-09 22:15	EST	86.5	P
USGS	01105585	2018-11-09 22:30	EST	90.3	P
USGS	01105585	2018-11-09 22:45	EST	99.0	P
USGS	01105585	2018-11-09 23:00	EST	83.0	P
USGS	01105585	2018-11-09 23:15	EST	90.1	P
USGS	01105585	2018-11-09 23:30	EST	97.0	P
USGS	01105585	2018-11-09 23:45	EST	113	P
USGS	01105585	2018-11-10 00:00	EST	114	P
USGS	01105585	2018-11-10 00:15	EST	95.1	P
USGS	01105585	2018-11-10 00:30	EST	82.3	P
USGS	01105585	2018-11-10 00:45	EST	79.0	P
USGS	01105585	2018-11-10 01:00	EST	76.3	P
USGS	01105585	2018-11-10 01:15	EST	99.6	P
USGS	01105585	2018-11-10 01:30	EST	102	P
USGS	01105585	2018-11-10 01:45	EST	95.1	P
USGS	01105585	2018-11-10 02:00	EST	89.6	P
USGS	01105585	2018-11-10 02:15	EST	74.8	P
USGS	01105585	2018-11-10 02:30	EST	59.3	P
USGS	01105585	2018-11-10 02:45	EST	52.1	P
USGS	01105585	2018-11-10 03:00	EST	44.5	P
USGS	01105585	2018-11-10 03:15	EST	42.4	P
USGS	01105585	2018-11-10 03:30	EST	37.7	P
USGS	01105585	2018-11-10 03:45	EST	36.5	P
USGS	01105585	2018-11-10 04:00	EST	35.9	P
USGS	01105585	2018-11-10 04:15	EST	35.3	P
USGS	01105585	2018-11-10 04:30	EST	35.0	P
USGS	01105585	2018-11-10 04:45	EST	33.4	P
USGS	01105585	2018-11-10 05:00	EST	33.8	P
USGS	01105585	2018-11-10 05:15	EST	34.3	P
USGS	01105585	2018-11-10 05:30	EST	32.9	P
USGS	01105585	2018-11-10 05:45	EST	32.2	P
USGS	01105585	2018-11-10 06:00	EST	31.9	P
USGS	01105585	2018-11-10 06:15	EST	31.3	P
USGS	01105585	2018-11-10 06:30	EST	31.8	P
USGS	01105585	2018-11-10 06:45	EST	31.7	P
USGS	01105585	2018-11-10 07:00	EST	31.8	P
USGS	01105585	2018-11-10 07:15	EST	30.5	P
USGS	01105585	2018-11-10 07:30	EST	30.6	P
USGS	01105585	2018-11-10 07:45	EST	29.6	P
USGS	01105585	2018-11-10 08:00	EST	30.4	P
USGS	01105585	2018-11-10 08:15	EST	30.7	P
USGS	01105585	2018-11-10 08:30	EST	29.0	P
USGS	01105585	2018-11-10 08:45	EST	30.9	P
USGS	01105585	2018-11-10 09:00	EST	30.0	P
USGS	01105585	2018-11-10 09:15	EST	28.9	P
USGS	01105585	2018-11-10 09:30	EST	29.8	P
USGS	01105585	2018-11-10 09:45	EST	29.6	P
USGS	01105585	2018-11-10 10:00	EST	29.6	P
USGS	01105585	2018-11-10 10:15	EST	30.2	P
USGS	01105585	2018-11-10 10:30	EST	28.5	P
USGS	01105585	2018-11-10 10:45	EST	28.1	P
USGS	01105585	2018-11-10 11:00	EST	29.3	P
USGS	01105585	2018-11-10 11:15	EST	29.4	P
USGS	01105585	2018-11-10 11:30	EST	39.7	P
USGS	01105585	2018-11-10 11:45	EST	38.2	P
USGS	01105585	2018-11-10 12:00	EST	37.4	P
USGS	01105585	2018-11-10 12:15	EST	36.1	P
USGS	01105585	2018-11-10 12:30	EST	36.5	P
USGS	01105585	2018-11-10 12:45	EST	35.9	P
USGS	01105585	2018-11-10 13:00	EST	34.9	P
USGS	01105585	2018-11-10 13:15	EST	35.2	P
USGS	01105585	2018-11-10 13:30	EST	35.0	P
USGS	01105585	2018-11-10 13:45	EST	34.0	P
USGS	01105585	2018-11-10 14:00	EST	35.3	P
USGS	01105585	2018-11-10 14:15	EST	34.4	P
USGS	01105585	2018-11-10 14:30	EST	32.9	P
USGS	01105585	2018-11-10 14:45	EST	33.4	P
USGS	01105585	2018-11-10 15:00	EST	32.0	P
USGS	01105585	2018-11-10 15:15	EST	32.8	P
USGS	01105585	2018-11-10 15:30	EST	33.2	P
USGS	01105585	2018-11-10 15:45	EST	32.9	P
USGS	01105585	2018-11-10 16:00	EST	31.6	P
USGS	01105585	2018-11-10 16:15	EST	33.2	P
USGS	01105585	2018-11-10 16:30	EST	32.1	P
USGS	01105585	2018-11-10 16:45	EST	31.7	P
USGS	01105585	2018-11-10 17:00	EST	31.9	P
USGS	01105585	2018-11-10 17:15	EST	31.3	P
USGS	01105585	2018-11-10 17:30	EST	30.6	P
USGS	01105585	2018-11-10 17:45	EST	31.1	P
USGS	01105585	2018-11-10 18:00	EST	36.7	P
USGS	01105585	2018-11-10 18:15	EST	35.9	P
USGS	01105585	2018-11-10 18:30	EST	35.3	P
USGS	01105585	2018-11-10 18:45	EST	35.3	P
USGS	01105585	2018-11-10 19:00	EST	35.6	P
USGS	01105585	2018-11-10 19:15	EST	35.1	P
USGS	01105585	2018-11-10 19:30	EST	34.7	P
USGS	01105585	2018-11-10 19:45	EST	34.6	P
USGS	01105585	2018-11-10 20:00	EST	35.0	P
USGS	01105585	2018-11-10 20:15	EST	34.6	P
USGS	01105585	2018-11-10 20:30	EST	34.3	P
USGS	01105585	2018-11-10 20:45	EST	34.0	P
USGS	01105585	2018-11-10 21:00	EST	35.0	P
USGS	01105585	2018-11-10 21:15	EST	34.3	P
USGS	01105585	2018-11-10 21:30	EST	33.9	P
USGS	01105585	2018-11-10 21:45	EST	33.7	P
USGS	01105585	2018-11-10 22:00	EST	34.6	P
USGS	01105585	2018-11-10 22:15	EST	33.8	P
USGS	01105585	2018-11-10 22:30	EST	33.7	P
USGS	01105585	2018-11-10 22:45	EST	33.3	P
USGS	01105585	2018-11-10 23:00	EST	33.8	P
USGS	01105585	2018-11-10 23:15	EST	33.8	P
USGS	01105585	2018-11-10 23:30	EST	33.1	P
USGS	01105585	2018-11-10 23:45	EST	32.9	P
USGS	01105585	2018-11-11 00:00	EST	33.0	P
USGS	01105585	2018-11-11 00:15	EST	33.4	P
USGS	01105585	2018-11-11 00:30	EST	32.3	P
USGS	01105585	2018-11-11 00:45	EST	32.7	P
USGS	01105585	2018-11-11 01:00	EST	32.5	P
USGS	01105585	2018-11-11 01:15	EST	32.3	P
USGS	01105585	2018-11-11 01:30	EST	32.7	P
USGS	01105585	2018-11-11 01:45	EST	31.9	P
USGS	01105585	2018-11-11 02:00	EST	31.7	P
USGS	01105585	2018-11-11 02:15	EST	31.9	P
USGS	01105585	2018-11-11 02:30	EST	31.8	P
USGS	01105585	2018-11-11 02:45	EST	32.3	P
USGS	01105585	2018-11-11 03:00	EST	32.0	P
USGS	01105585	2018-11-11 03:15	EST	31.6	P
USGS	01105585	2018-11-11 03:30	EST	31.5	P
USGS	01105585	2018-11-11 03:45	EST	31.5	P
USGS	01105585	2018-11-11 04:00	EST	32.0	P
USGS	01105585	2018-11-11 04:15	EST	31.4	P
USGS	01105585	2018-11-11 04:30	EST	31.4	P
USGS	01105585	2018-11-11 04:45	EST	31.0	P
USGS	01105585	2018-11-11 05:00	EST	30.9	P
USGS	01105585	2018-11-11 05:15	EST	32.0	P
USGS	01105585	2018-11-11 05:30	EST	31.0	P
USGS	01105585	2018-11-11 05:45	EST	30.5	P
USGS	01105585	2018-11-11 06:00	EST	30.6	P
USGS	01105585	2018-11-11 06:15	EST	30.3	P
USGS	01105585	2018-11-11 06:30	EST	31.8	P
USGS	01105585	2018-11-11 06:45	EST	31.1	P
USGS	01105585	2018-11-11 07:00	EST	30.6	P
USGS	01105585	2018-11-11 07:15	EST	30.3	P
USGS	01105585	2018-11-11 07:30	EST	30.1	P
USGS	01105585	2018-11-11 07:45	EST	30.4	P
USGS	01105585	2018-11-11 08:00	EST	30.6	P
USGS	01105585	2018-11-11 08:15	EST	30.4	P
USGS	01105585	2018-11-11 08:30	EST	29.9	P
USGS	01105585	2018-11-11 08:45	EST	29.6	P
USGS	01105585	2018-11-11 09:00	EST	29.5	P
USGS	01105585	2018-11-11 09:15	EST	30.3	P
USGS	01105585	2018-11-11 09:30	EST	29.7	P
USGS	01105585	2018-11-11 09:45	EST	29.8	P
USGS	01105585	2018-11-11 10:00	EST	29.5	P
USGS	01105585	2018-11-11 10:15	EST	29.4	P
USGS	01105585	2018-11-11 10:30	EST	30.7	P
USGS	01105585	2018-11-11 10:45	EST	29.3	P
USGS	01105585	2018-11-11 11:00	EST	29.5	P
USGS	01105585	2018-11-11 11:15	EST	29.1	P
USGS	01105585	2018-11-11 11:30	EST	29.1	P
USGS	01105585	2018-11-11 11:45	EST	30.0	P
USGS	01105585	2018-11-11 12:00	EST	29.5	P
USGS	01105585	2018-11-11 12:15	EST	29.2	P
USGS	01105585	2018-11-11 12:30	EST	29.0	P
USGS	01105585	2018-11-11 12:45	EST	28.9	P
USGS	01105585	2018-11-11 13:00	EST	29.3	P
USGS	01105585	2018-11-11 13:15	EST	29.3	P
USGS	01105585	2018-11-11 13:30	EST	29.2	P
USGS	01105585	2018-11-11 13:45	EST	28.9	P
USGS	01105585	2018-11-11 14:00	EST	28.7	P
USGS	01105585	2018-11-11 14:15	EST	28.5	P
USGS	01105585	2018-11-11 14:30	EST	29.3	P
USGS	01105585	2018-11-11 14:45	EST	28.4	P
USGS	01105585	2018-11-11 15:00	EST	28.4	P
USGS	01105585	2018-11-11 15:15	EST	28.4	P
USGS	01105585	2018-11-11 15:30	EST	28.6	P
USGS	01105585	2018-11-11 15:45	EST	28.9	P
USGS	01105585	2018-11-11 16:00	EST	28.7	P
USGS	01105585	2018-11-11 16:15	EST	28.3	P
USGS	01105585	2018-11-11 16:30	EST	28.5	P
USGS	01105585	2018-11-11 16:45	EST	28.3	P
USGS	01105585	2018-11-11 17:00	EST	29.1	P
USGS	01105585	2018-11-11 17:15	EST	28.6	P
USGS	01105585	2018-11-11 17:30	EST	28.0	P
USGS	01105585	2018-11-11 17:45	EST	28.1	P
USGS	01105585	2018-11-11 18:00	EST	27.7	P
USGS	01105585	2018-11-11 18:15	EST	28.9	P
USGS	01105585	2018-11-11 18:30	EST	28.1	P
USGS	01105585	2018-11-11 18:45	EST	27.7	P
USGS	01105585	2018-11-11 19:00	EST	27.5	P
USGS	01105585	2018-11-11 19:15	EST	27.6	P
USGS	01105585	2018-11-11 19:30	EST	27.7	P
USGS	01105585	2018-11-11 19:45	EST	28.5	P
USGS	01105585	2018-11-11 20:00	EST	27.7	P
USGS	01105585	2018-11-11 20:15	EST	27.5	P
USGS	01105585	2018-11-11 20:30	EST	27.6	P
USGS	01105585	2018-11-11 20:45	EST	27.2	P
USGS	01105585	2018-11-11 21:00	EST	28.3	P
USGS	01105585	2018-11-11 21:15	EST	28.0	P
USGS	01105585	2018-11-11 21:30	EST	27.4	P
USGS	01105585	2018-11-11 21:45	EST	27.2	P
USGS	01105585	2018-11-11 22:00	EST	27.2	P
USGS	01105585	2018-11-11 22:15	EST	27.4	P
USGS	01105585	2018-11-11 22:30	EST	27.4	P
USGS	01105585	2018-11-11 22:45	EST	26.9	P
USGS	01105585	2018-11-11 23:00	EST	27.0	P
USGS	01105585	2018-11-11 23:15	EST	27.0	P
USGS	01105585	2018-11-11 23:30	EST	26.9	P
USGS	01105585	2018-11-11 23:45	EST	27.9	P
USGS	01105585	2018-11-12 00:00	EST	27.4	P
USGS	01105585	2018-11-12 00:15	EST	26.9	P
USGS	01105585	2018-11-12 00:30	EST	26.9	P
USGS	01105585	2018-11-12 00:45	EST	26.8	P
USGS	01105585	2018-11-12 01:00	EST	26.7	P
USGS	01105585	2018-11-12 01:15	EST	27.5	P
USGS	01105585	2018-11-12 01:30	EST	26.7	P
USGS	01105585	2018-11-12 01:45	EST	27.0	P
USGS	01105585	2018-11-12 02:00	EST	26.9	P
USGS	01105585	2018-11-12 02:15	EST	26.4	P
USGS	01105585	2018-11-12 02:30	EST	26.4	P
USGS	01105585	2018-11-12 02:45	EST	27.0	P
USGS	01105585	2018-11-12 03:00	EST	26.2	P
USGS	01105585	2018-11-12 03:15	EST	26.0	P
USGS	01105585	2018-11-12 03:30	EST	26.4	P
USGS	01105585	2018-11-12 03:45	EST	26.2	P
USGS	01105585	2018-11-12 04:00	EST	27.2	P
